DATE,DTB3,3m growth rate,12m growth rate
1988-12-30,8.1,73.2691605363131,36.59359190556493
1989-01-03,8.14,76.71719740444341,37.037037037037045
1989-01-04,8.25,76.26403389950913,39.12310286677909
1989-01-05,8.27,76.00469835662886,40.88586030664394
1989-01-06,8.29,70.94881549587211,41.2265758091993
1989-01-09,8.28,62.81913702969717,39.629005059021914
1989-01-10,8.3,65.2981698876174,43.59861591695502
1989-01-11,8.24,62.33695903066674,43.55400696864111
1989-01-12,8.26,63.91879348301883,44.91228070175437
1989-01-13,8.21,61.75105099507514,40.582191780821944
1989-01-17,8.24,69.65241902681143,44.30823117338003
1989-01-18,8.26,67.56129435472343,45.4225352112676
1989-01-19,8.23,58.92178789237603,39.96598639455784
1989-01-20,8.24,60.57004258624268,38.95446880269815
1989-01-23,8.27,66.53154872386713,41.60958904109589
1989-01-24,8.21,66.27212196964611,42.04152249134949
1989-01-25,8.29,78.70697336127455,41.2265758091993
1989-01-26,8.34,84.08233449037394,46.57293497363795
1989-01-27,8.33,82.18112641154917,43.37349397590362
1989-01-30,8.28,79.84450793452925,43.005181347150256
1989-01-31,8.39,91.72984620756804,42.687074829931994
1989-02-01,8.37,82.62988525390618,42.34693877551019
1989-02-02,8.38,84.52725147266422,40.6040268456376
1989-02-03,8.48,92.4214235634812,45.955249569707426
1989-02-06,8.53,93.75054619873896,46.5635738831615
1989-02-07,8.53,86.42522854883859,46.815834767641995
1989-02-08,8.53,83.39193215210187,46.31217838765007
1989-02-09,8.48,78.15547332342578,45.704467353951884
1989-02-10,8.55,89.21447001735632,48.95470383275262
1989-02-13,8.55,93.4249229938314,50.528169014084526
1989-02-14,8.56,95.40730446277097,51.77304964539009
1989-02-15,8.49,90.14178726118544,50.0
1989-02-16,8.5,92.09979994326922,48.861646234676016
1989-02-17,8.48,82.09246228173083,48.51138353765325
1989-02-21,8.47,84.2451217497008,49.91150442477876
1989-02-22,8.53,87.45024457334529,51.24113475177305
1989-02-23,8.61,95.65325999751614,52.65957446808511
1989-02-24,8.65,92.87688798049334,54.46428571428572
1989-02-27,8.68,97.71270433491432,54.723707664884124
1989-02-28,8.71,99.36858268306224,54.70692717584371
1989-03-01,8.66,91.67272212432997,50.60869565217392
1989-03-02,8.66,84.55096185695143,50.60869565217392
1989-03-03,8.63,80.06035077941127,50.34843205574913
1989-03-06,8.57,76.04818237161295,50.61511423550087
1989-03-07,8.62,73.56786255997395,51.760563380281674
1989-03-08,8.61,79.3580458911211,52.12014134275618
1989-03-09,8.66,86.55149602251609,53.81882770870339
1989-03-10,8.74,96.7072121009964,55.51601423487544
1989-03-13,8.76,99.59353647760416,55.59502664298401
1989-03-14,8.7,95.23863071798776,55.635062611806795
1989-03-15,8.67,94.6669167146187,54.27046263345194
1989-03-16,8.7,94.1811456427117,54.80427046263343
1989-03-17,8.85,104.57200602863084,57.754010695187155
1989-03-20,8.99,112.03798864829572,60.53571428571429
1989-03-21,9.09,118.09672363753675,59.194395796847644
1989-03-22,9.01,98.57842432031492,57.51748251748252
1989-03-23,9.04,103.37155247068463,57.491289198606246
1989-03-27,9.1,101.2760657900853,58.81326352530538
1989-03-28,9.07,84.71865610940958,57.7391304347826
1989-03-29,8.96,61.3479768083299,56.36998254799301
1989-03-30,8.95,61.439621826221135,57.0175438596491
1989-03-31,8.9,59.462768657977485,58.64527629233511
1989-04-03,8.82,52.26228074225472,57.2192513368984
1989-04-04,8.81,47.81432224099167,57.32142857142859
1989-04-05,8.82,47.74554437890628,55.830388692579504
1989-04-06,8.84,48.347077760519696,54.00696864111498
1989-04-07,8.8,44.23428549676729,52.24913494809689
1989-04-10,8.73,43.23376553117622,49.74271012006861
1989-04-11,8.68,39.28097024240853,49.91364421416233
1989-04-12,8.66,49.63201344669097,51.929824561403514
1989-04-13,8.77,55.78288645183347,52.78745644599301
1989-04-14,8.61,29.574179344966225,49.99999999999998
1989-04-17,8.61,33.50039216820999,49.739130434782595
1989-04-18,8.43,26.42756802278594,47.63572679509631
1989-04-19,8.43,23.914800279891523,44.1025641025641
1989-04-20,8.64,37.41793071803114,44.000000000000014
1989-04-21,8.64,44.52737005661842,42.809917355371915
1989-04-24,8.67,45.06679786391194,43.30578512396694
1989-04-25,8.63,28.85554357578135,43.35548172757478
1989-04-26,8.53,21.778889021675063,41.22516556291389
1989-04-27,8.41,11.185557020034407,41.8212478920742
1989-04-28,8.41,12.829677856491806,43.51535836177474
1989-05-01,8.62,22.713814529349214,50.17421602787455
1989-05-02,8.58,21.041956996453397,45.91836734693877
1989-05-03,8.53,22.98610546457187,45.811965811965806
1989-05-04,8.53,26.070246850013625,46.815834767641995
1989-05-05,8.43,20.26154447420252,44.349315068493155
1989-05-08,8.49,17.76068575256391,45.626072041166374
1989-05-09,8.5,12.138699087789684,45.797598627787295
1989-05-10,8.52,20.61357680517746,45.641025641025635
1989-05-11,8.42,16.763818850685563,42.711864406779654
1989-05-12,8.21,3.484429294368097,39.86371379897786
1989-05-15,8.24,-0.4839676542906401,38.25503355704698
1989-05-16,8.23,-1.9207124099565376,37.62541806020068
1989-05-17,8.28,-0.4816366927519189,36.18421052631577
1989-05-18,8.38,4.919141272838901,36.70473083197392
1989-05-19,8.35,2.431499973418716,35.99348534201954
1989-05-22,8.32,3.94041784532988,34.62783171521038
1989-05-23,8.28,0.9720463220707076,31.63751987281398
1989-05-24,8.37,8.02622590903843,32.646592709984155
1989-05-25,8.54,15.37790156560941,34.70031545741323
1989-05-26,8.52,13.197853007167629,36.10223642172523
1989-05-30,8.58,18.127172978708582,38.164251207729464
1989-05-31,8.61,19.20754910707927,39.320388349514566
1989-06-01,8.61,17.4872037741852,38.87096774193548
1989-06-02,8.36,7.510895994228917,32.698412698412696
1989-06-05,8.26,-1.4396885749802468,33.01127214170692
1989-06-06,8.16,-8.357604606840619,32.682926829268276
1989-06-07,8.14,-8.816215354630186,30.448717948717952
1989-06-08,8.12,-7.50829830452836,29.91999999999999
1989-06-09,8.22,-7.861862974917145,30.26941362916009
1989-06-12,8.19,-8.328618754730698,29.383886255924164
1989-06-13,8.16,-10.094851959375484,27.10280373831777
1989-06-14,8.12,-15.930065715813202,26.08695652173911
1989-06-15,8.09,-19.090789804321272,25.81648522550544
1989-06-16,8.14,-17.07194206779038,25.811437403400326
1989-06-19,8.15,-16.663681630647865,26.552795031055897
1989-06-20,8.15,-14.68075062663392,26.160990712074316
1989-06-21,8.13,-18.248124743451637,25.851393188854498
1989-06-22,8.15,-17.440704937924135,26.74961119751167
1989-06-23,8.05,-21.78528579070218,25.97809076682318
1989-06-26,8.1,-17.146794675634148,25.77639751552794
1989-06-27,8.05,-19.55337687527685,24.8062015503876
1989-06-28,8.04,-19.19452529058436,24.84472049689439
1989-06-29,7.95,-22.386928047615896,25.196850393700785
1989-06-30,7.99,-23.017680462902245,26.02523659305995
1989-07-03,7.97,-26.578935008059,26.70906200317964
1989-07-05,7.78,-34.55839259850282,22.135007849293565
1989-07-06,7.77,-35.78962969913516,21.978021978021967
1989-07-07,7.73,-37.96377597329639,17.835365853658548
1989-07-10,7.75,-35.85907157404574,18.86503067484664
1989-07-11,7.76,-35.52738032768112,19.018404907975462
1989-07-12,7.73,-35.63129189682736,18.740399385560693
1989-07-13,7.77,-32.42893133797927,18.445121951219523
1989-07-14,7.84,-31.571788752522345,18.787878787878796
1989-07-17,7.92,-28.404105314014465,20.364741641337393
1989-07-18,7.91,-30.39597314289924,20.57926829268293
1989-07-19,7.93,-32.22851238084934,21.068702290076335
1989-07-20,7.97,-31.48007784227536,21.493902439024403
1989-07-21,8.12,-24.11654320987654,24.349157733537496
1989-07-24,8.1,-23.81601503566385,23.664122137404586
1989-07-25,8.03,-27.425313140859497,20.570570570570567
1989-07-26,8.02,-32.55893958339079,21.33131618759454
1989-07-27,7.9,-40.36934246764291,17.384843982169397
1989-07-28,7.86,-44.097059647853385,16.964285714285722
1989-07-31,7.8,-43.83325620718052,15.89895988112926
1989-08-01,7.63,-49.251357461352654,13.541666666666675
1989-08-02,7.63,-50.576604110500334,14.564564564564563
1989-08-03,7.64,-49.656397918964366,14.200298953662172
1989-08-04,7.87,-40.479456149398544,17.2876304023845
1989-08-07,7.95,-37.74469382283061,17.256637168141587
1989-08-08,7.94,-36.65359353421883,17.804154302670618
1989-08-09,7.91,-35.310827834208425,16.323529411764714
1989-08-10,7.86,-36.6441750042341,14.078374455732966
1989-08-11,7.96,-33.659623730423874,13.714285714285722
1989-08-14,8.06,-30.89155721315594,15.307582260371966
1989-08-15,8.03,-30.66835693359379,15.53956834532373
1989-08-16,7.94,-31.573388388106483,14.90593342981188
1989-08-17,7.88,-32.07557522275015,14.20289855072463
1989-08-18,7.86,-32.13925610787827,13.913043478260878
1989-08-21,7.92,-33.48764075130389,15.789473684210531
1989-08-22,8.05,-23.58635513376245,16.329479768786136
1989-08-23,8.0,-25.46721624839404,16.959064327485372
1989-08-24,7.96,-20.50460484864809,12.747875354107663
1989-08-25,7.96,-20.50460484864809,13.876967095851223
1989-08-28,7.98,-27.22929280226851,13.837375178316691
1989-08-29,7.9,-30.103827383203274,12.696148359486447
1989-08-30,7.87,-32.10738454019072,12.58941344778255
1989-08-31,7.89,-30.13416884570178,11.756373937677056
1989-09-01,7.86,-27.90684041914012,11.806543385490764
1989-09-05,7.88,-22.923694973888864,12.250712250712258
1989-09-06,7.82,-25.244520922700808,10.76487252124647
1989-09-07,7.8,-32.95763171023275,10.481586402266284
1989-09-08,7.78,-32.39649135396825,8.659217877094981
1989-09-11,7.69,-33.94446193269446,7.1030640668523715
1989-09-12,7.62,-36.31696384149965,5.103448275862066
1989-09-13,7.59,-34.28616619240808,3.547066848567537
1989-09-14,7.58,-36.46016809670183,3.5519125683060038
1989-09-15,7.53,-38.410851195555615,3.150684931506853
1989-09-18,7.61,-36.35266146183918,4.246575342465753
1989-09-19,7.66,-31.503763100793325,5.219780219780223
1989-09-20,7.81,-18.10988009206821,8.171745152354571
1989-09-21,7.83,-18.46610280232357,7.851239669421495
1989-09-22,7.76,-20.959888508225557,5.866302864938611
1989-09-25,7.82,-20.43800487730526,6.830601092896171
1989-09-26,7.76,-26.46894273508053,6.593406593406592
1989-09-27,7.83,-22.678344081084944,8.298755186721984
1989-09-28,7.87,-19.94183633049589,9.76290097629009
1989-09-29,7.91,-16.71158702831975,10.474860335195535
1989-10-02,7.89,-21.04017432071069,10.041841004184104
1989-10-03,7.78,-31.12098859807153,8.811188811188808
1989-10-04,7.78,-30.47195645812947,9.116409537166902
1989-10-05,7.76,-33.08896717098211,7.777777777777772
1989-10-06,7.58,-39.92908921268131,5.424200278164104
1989-10-10,7.63,-38.32835311694751,5.972222222222223
1989-10-11,7.7,-28.03227223548006,6.500691562932226
1989-10-12,7.7,-24.483350789004287,5.47945205479452
1989-10-13,7.61,-24.3553893149464,3.8199181446112007
1989-10-16,7.44,-30.209851467094385,1.3623978201634968
1989-10-17,7.43,-29.897882234962903,1.9204389574760006
1989-10-18,7.5,-30.696082659042435,3.4482758620689724
1989-10-19,7.57,-27.01259702105489,4.558011049723754
1989-10-20,7.55,-26.71296164842296,4.426002766251713
1989-10-23,7.57,-24.46305766082476,4.84764542936289
1989-10-24,7.5,-26.13291394154624,2.7397260273972712
1989-10-25,7.56,-25.597151552112173,3.988995873452539
1989-10-26,7.6,-24.382218077253448,4.252400548696844
1989-10-27,7.76,-17.810478870658752,6.593406593406592
1989-10-30,7.75,-17.42575193002733,5.585831062670299
1989-10-31,7.77,-17.386001916236694,6.1475409836065475
1989-11-01,7.78,-12.75614114167628,6.139154160982274
1989-11-02,7.73,-17.057351280948886,5.027173913043481
1989-11-03,7.84,-10.033519891652787,5.518169582772536
1989-11-06,7.87,-8.193224422013046,5.637583892617459
1989-11-07,7.75,-9.689489880587654,4.166666666666652
1989-11-08,7.69,-14.19388443410904,2.3968042609853635
1989-11-09,7.7,-12.877643233302129,3.4946236559139754
1989-11-10,7.71,-3.550690176745308,4.048582995951411
1989-11-13,7.7,-3.5551980754304657,4.336043360433606
1989-11-14,7.66,-3.573344705405168,3.9348710990501967
1989-11-15,7.64,-5.557684961689047,3.80434782608694
1989-11-16,7.66,-5.05585377576232,4.3596730245231585
1989-11-17,7.68,-2.562326813352367,4.2062415196743475
1989-11-20,7.68,-4.553324758011312,3.7837837837837673
1989-11-21,7.63,-10.2914367701202,2.4161073825503365
1989-11-22,7.59,-15.65363377700616,1.4705882352941124
1989-11-24,7.51,-18.744304113270704,-1.0540184453227908
1989-11-27,7.66,-12.939265011398838,1.1889035667107084
1989-11-28,7.71,-12.424177141697037,0.9162303664921545
1989-11-29,7.66,-20.80624027986434,-1.5424164524421635
1989-11-30,7.59,-22.904855270857883,-4.528301886792452
1989-12-01,7.53,-22.67539259121336,-5.16372795969774
1989-12-04,7.55,-21.46010191593004,-4.671717171717171
1989-12-05,7.56,-16.13537355775978,-4.7858942065491235
1989-12-06,7.64,-10.734580527388182,-4.380475594493127
1989-12-07,7.69,-5.522814197282299,-3.874999999999995
1989-12-08,7.61,-1.0443774766825564,-4.993757802746557
1989-12-11,7.64,0.525277925169787,-4.856787048567868
1989-12-12,7.66,1.0512393287307908,-4.010025062656641
1989-12-13,7.69,-8.839556417681626,-3.7546933667083837
1989-12-14,7.62,-15.598265687478364,-2.6819923371647514
1989-12-15,7.62,-15.172264088721366,-2.9299363057324834
1989-12-18,7.6,-14.778644994021562,-5.824039653035939
1989-12-19,7.67,-9.324225943091324,-4.2446941323345815
1989-12-20,7.57,-18.204154291421336,-4.779874213836477
1989-12-21,7.56,-22.59892102997577,-5.38172715894869
1989-12-22,7.59,-20.181249958404116,-4.8872180451127845
1989-12-26,7.76,-8.764285960717865,-1.5228426395939132
1989-12-27,7.73,-7.399548179965354,-2.1518987341772156
1989-12-28,7.68,-8.85041493780232,-5.185185185185182
1989-12-29,7.55,-17.41767986013143,-7.019704433497531
1990-01-02,7.58,-21.38719348818776,-7.448107448107444
1990-01-03,7.63,-17.25567759741211,-6.495098039215685
1990-01-04,7.59,-17.336301451827694,-7.326007326007322
1990-01-05,7.54,-19.493098421629096,-7.823960880195591
1990-01-08,7.54,-20.297156060027422,-6.913580246913575
1990-01-09,7.55,-16.578222103055452,-6.211180124223614
1990-01-10,7.5,-17.520480136853244,-6.832298136645976
1990-01-11,7.55,-16.154493289460003,-7.361963190184051
1990-01-12,7.5,-17.099935317130388,-9.200968523002418
1990-01-16,7.63,-12.099108073887257,-6.150061500615012
1990-01-17,7.71,-5.508988076072141,-4.814814814814817
1990-01-18,7.78,-1.0217029913449194,-4.422604422604426
1990-01-19,7.74,-2.0407492393490267,-6.181818181818177
1990-01-22,7.73,2.0969142930916007,-6.529625151148721
1990-01-23,7.67,2.6506184933229537,-7.4788902291917925
1990-01-24,7.67,4.283200695272282,-7.367149758454095
1990-01-25,7.69,5.932332904364457,-7.34939759036145
1990-01-26,7.68,8.209396600609441,-6.796116504854377
1990-01-29,7.74,7.0102098319784645,-6.295399515738498
1990-01-30,7.74,4.243447124528443,-5.7247259439707765
1990-01-31,7.74,-3.537234804493039,-6.0679611650485406
1990-02-01,7.76,-3.5283210624818877,-6.0532687651331685
1990-02-02,7.81,2.6023364212123035,-5.103280680437439
1990-02-05,7.82,0.0,-5.097087378640774
1990-02-06,7.82,3.128838670796652,-5.441354292623934
1990-02-07,7.81,-1.0178034253358836,-4.87210718635811
1990-02-08,7.81,-3.0148579840848067,-5.790108564535579
1990-02-09,7.76,-7.372284933049656,-6.95443645083933
1990-02-12,7.73,-7.868113726415427,-7.202881152460982
1990-02-13,7.58,-9.893019932242533,-8.45410628019323
1990-02-14,7.61,-8.458033196588188,-9.296781883194283
1990-02-15,7.71,-2.552516754569145,-7.885304659498205
1990-02-16,7.69,5.932332904364457,-8.233890214797135
1990-02-20,7.8,9.214489210287669,-8.018867924528305
1990-02-21,7.75,2.622811672253356,-9.144196951934347
1990-02-22,7.73,1.5675730133845045,-9.378663540445476
1990-02-23,7.68,3.730447874774212,-9.964830011723325
1990-02-26,7.71,15.32561254634599,-9.080188679245293
1990-02-27,7.73,17.15551045708601,-9.590643274853806
1990-02-28,7.77,15.196430361600012,-9.122807017543877
1990-03-01,7.81,13.297575809631512,-8.761682242990664
1990-03-02,7.76,11.598685334930048,-8.598351001177862
1990-03-05,7.82,13.878960509209271,-7.9999999999999964
1990-03-06,7.9,23.10149056790129,-6.839622641509435
1990-03-07,7.91,19.844677754680195,-6.6115702479338845
1990-03-08,7.91,17.34148089171399,-7.268464243845241
1990-03-09,7.99,12.393250679392942,-7.20092915214866
1990-03-12,7.99,12.974468605539036,-7.630057803468205
1990-03-13,7.98,11.257037148889635,-8.064516129032251
1990-03-14,7.95,9.031032974036734,-8.72560275545351
1990-03-15,7.94,11.31765116935788,-8.314087759815237
1990-03-16,7.92,4.144532699394099,-8.545034642032334
1990-03-19,7.94,3.605564244517234,-7.995365005793742
1990-03-20,7.97,11.847550041997934,-7.001166861143526
1990-03-21,7.95,14.225523052722444,-7.7726218097447735
1990-03-22,7.9,10.801455270967876,-8.24622531939604
1990-03-23,7.88,9.115728807196575,-9.00692840646652
1990-03-26,7.86,8.574361352123127,-10.068649885583525
1990-03-27,7.9,13.134037560881762,-9.817351598173508
1990-03-28,7.85,11.456446523506504,-9.770114942528728
1990-03-29,7.83,9.17720444207577,-9.688581314878885
1990-03-30,7.8,6.398016214370728,-10.344827586206895
1990-04-02,7.78,5.310944499976911,-12.090395480225979
1990-04-03,7.82,10.338953450721355,-13.014460511679637
1990-04-04,7.75,8.702543576257526,-14.741474147414735
1990-04-05,7.76,13.99535017960305,-13.873473917869038
1990-04-06,7.76,5.325082142317106,-14.15929203539823
1990-04-09,7.82,5.830171530501982,-14.06593406593406
1990-04-10,7.78,6.415112728079131,-14.22271223814774
1990-04-11,7.76,9.264675791157416,-13.392857142857151
1990-04-12,7.76,12.789060786868877,-13.296089385474852
1990-04-16,7.74,10.452623603553146,-13.033707865168543
1990-04-17,7.76,11.009386633510054,-12.018140589569171
1990-04-18,7.81,9.202027357217668,-11.350737797956878
1990-04-19,7.79,5.303903786454089,-11.678004535147391
1990-04-20,7.69,4.271766741075367,-13.009049773755654
1990-04-23,7.73,4.795960224906004,-12.159090909090908
1990-04-24,7.76,5.325082142317106,-11.111111111111116
1990-04-25,7.79,5.303903786454089,-10.253456221198153
1990-04-26,7.82,10.919301724768182,-9.69976905311778
1990-04-27,7.79,9.226984842391683,-11.174458380843777
1990-04-30,7.79,10.381289062500066,-9.523809523809511
1990-05-01,7.92,13.689215727674098,-8.013937282229955
1990-05-02,7.9,18.61096715479129,-6.287069988137595
1990-05-03,7.88,18.03687087505581,-6.524317912218269
1990-05-04,7.76,9.264675791157416,-10.185185185185198
1990-05-07,7.82,3.128838670796652,-9.490740740740744
1990-05-08,7.79,3.1411228395757496,-10.149942329873129
1990-05-09,7.75,3.695982280992216,-10.196987253765943
1990-05-10,7.71,8.750110193877036,-9.613130128956616
1990-05-11,7.62,2.127585121313924,-9.393579072532699
1990-05-14,7.63,0.0,-9.27467300832343
1990-05-15,7.65,3.1997480544584844,-11.252900232018547
1990-05-16,7.67,7.07696976166472,-10.606060606060607
1990-05-17,7.67,7.07696976166472,-10.082063305978895
1990-05-18,7.75,11.024545378782236,-9.144196951934347
1990-05-21,7.75,14.014938271604985,-8.066429418742583
1990-05-22,7.73,9.882914288599444,-8.951707891637216
1990-05-23,7.65,8.243215999999997,-9.999999999999998
1990-05-24,7.69,3.182775894692602,-9.741784037558677
1990-05-25,7.75,2.091432533585857,-7.9572446555819525
1990-05-29,7.75,-1.5335179326827042,-5.602923264311821
1990-05-30,7.76,1.0376048064647314,-5.82524271844661
1990-05-31,7.75,1.038952322637221,-5.832320777642774
1990-06-01,7.68,0.5225331795807753,-7.246376811594201
1990-06-04,7.7,1.573740278337965,-8.114558472553702
1990-06-05,7.7,0.5211715353652391,-7.784431137724546
1990-06-06,7.7,1.045742745936673,-7.451923076923073
1990-06-07,7.7,-2.05121392311316,-7.004830917874383
1990-06-08,7.7,-2.05121392311316,-8.0047789725209
1990-06-11,7.73,-0.5157951856340826,-9.48477751756439
1990-06-12,7.73,-1.537447364349509,-9.272300469483563
1990-06-13,7.67,-6.979789002269454,-10.606060606060607
1990-06-14,7.66,-7.936376043839521,-11.033681765389069
1990-06-15,7.69,-6.485631168529105,-10.685249709639944
1990-06-18,7.67,-6.979789002269454,-8.253588516746401
1990-06-19,7.74,-3.537234804493039,-6.295399515738498
1990-06-20,7.76,0.0,-4.90196078431373
1990-06-21,7.77,2.085979359271639,-4.545454545454552
1990-06-22,7.78,10.979193759244032,-4.187192118226591
1990-06-25,7.79,9.802240925457738,-5.231143552311446
1990-06-26,7.8,4.751656285220474,-4.761904761904756
1990-06-27,7.78,4.764230822175786,-4.656862745098033
1990-06-28,7.74,-3.0416018346696383,-4.679802955665013
1990-06-29,7.74,-0.5151309318834896,-4.326328800988866
1990-07-02,7.74,0.5184694259722678,-4.914004914004922
1990-07-03,7.7,1.045742745936673,-5.521472392638039
1990-07-05,7.66,-2.568908849999008,-6.012269938650306
1990-07-06,7.75,1.038952322637221,-4.6740467404674195
1990-07-09,7.8,1.5533690000488765,-4.294478527607371
1990-07-10,7.8,-0.5111810623956714,-3.105590062111807
1990-07-11,7.78,1.0349202332347485,-3.950617283950608
1990-07-12,7.68,-6.97110383002546,-4.596273291925479
1990-07-13,7.6,-14.346324465923477,-5.472636815920396
1990-07-16,7.61,-14.329225506436316,-4.276729559748427
1990-07-17,7.61,-14.329225506436316,-4.755944931163958
1990-07-18,7.55,-20.273868931570505,-5.269761606022582
1990-07-19,7.54,-20.695420585077752,-3.084832904884316
1990-07-20,7.54,-20.297156060027422,-2.9601029601029505
1990-07-23,7.48,-21.63215998819368,-3.2341526520051733
1990-07-24,7.53,-19.10943011425099,-2.8387096774193488
1990-07-25,7.56,-16.979287616966076,-2.577319587628868
1990-07-26,7.58,-16.939448034030548,-1.9404915912031084
1990-07-27,7.52,-20.742918389485943,-3.2175032175032148
1990-07-30,7.5,-20.79063367619793,-4.336734693877553
1990-07-31,7.49,-19.198596274806224,-5.429292929292928
1990-08-01,7.42,-21.38403473521636,-6.194690265486724
1990-08-02,7.43,-20.1518109390341,-6.305170239596469
1990-08-03,7.29,-27.489358371039096,-8.531994981179425
1990-08-06,7.3,-25.21529006675197,-10.098522167487678
1990-08-07,7.37,-21.50845038461474,-9.012345679012345
1990-08-08,7.38,-19.860424705017344,-8.09464508094645
1990-08-09,7.41,-17.70860131804689,-7.605985037406482
1990-08-10,7.4,-19.81375683107508,-6.329113924050633
1990-08-13,7.42,-15.97494390211377,-5.597964376590337
1990-08-14,7.43,-15.95567954806766,-4.743589743589749
1990-08-15,7.45,-15.047100551334369,-2.3591087811271283
1990-08-16,7.48,-16.289607312723998,-1.9659239842725995
1990-08-17,7.47,-15.010745588905529,-2.2251308900523514
1990-08-20,7.52,-11.808957309841928,-4.447268106734437
1990-08-21,7.57,-9.439954307927875,-4.779874213836477
1990-08-22,7.59,-7.529488304543541,-4.408060453400509
1990-08-23,7.54,-10.867005257948216,-4.677623261694064
1990-08-24,7.49,-15.40919940411245,-4.707379134860057
1990-08-27,7.53,-12.696817782002237,-5.402010050251249
1990-08-28,7.48,-10.483924841393478,-7.196029776674939
1990-08-29,7.47,-12.7903724791514,-6.973848069738475
1990-08-30,7.45,-15.047100551334369,-6.17128463476071
1990-08-31,7.39,-19.0106482383686,-6.218274111675126
1990-09-04,7.39,-20.24631818172106,-5.97964376590332
1990-09-05,7.37,-19.88384082349367,-6.944444444444442
1990-09-06,7.38,-19.448131920411925,-8.322981366459636
1990-09-07,7.39,-24.19863483919178,-7.6250000000000036
1990-09-10,7.43,-21.75674849020215,-6.6582914572864365
1990-09-11,7.42,-21.38403473521636,-6.783919597989952
1990-09-12,7.37,-18.63772821221246,-7.644110275689231
1990-09-13,7.35,-21.95908654400186,-6.9620253164556996
1990-09-14,7.35,-20.74995351201128,-6.607369758576875
1990-09-17,7.37,-18.21698043074712,-6.590621039290234
1990-09-18,7.37,-16.506543752526838,-6.234096692111956
1990-09-19,7.39,-11.537773027371578,-6.218274111675126
1990-09-20,7.39,-12.00062214329275,-5.498721227621495
1990-09-21,7.36,-14.322750330298229,-5.641025641025632
1990-09-24,7.38,-14.287533744106897,-5.141388174807204
1990-09-25,7.35,-15.672757226831155,-4.4213263979193895
1990-09-26,7.33,-19.978057675595892,-3.8057742782152237
1990-09-27,7.23,-24.25632388987795,-4.743083003952564
1990-09-28,7.14,-27.20947169797491,-5.804749340369398
1990-10-01,7.13,-24.54076834467639,-5.3120849933599
1990-10-02,7.18,-24.00370537539125,-5.650459921156381
1990-10-03,7.15,-27.553508626225053,-6.65796344647519
1990-10-04,7.13,-28.36070399999999,-8.706786171574898
1990-10-05,7.04,-32.260224727228945,-10.089399744572159
1990-10-09,7.17,-26.73951108878303,-7.60309278350515
1990-10-10,7.2,-22.75238037109372,-7.928388746803073
1990-10-11,7.12,-26.893317953345772,-8.247422680412363
1990-10-12,7.14,-26.068427020012297,-8.812260536398476
1990-10-15,7.16,-25.23657502746349,-9.02160101651842
1990-10-16,7.16,-25.23657502746349,-9.481668773704177
1990-10-17,7.2,-23.551831547091485,-8.745247148288971
1990-10-18,7.25,-22.61905117728005,-6.812339331619544
1990-10-19,7.25,-22.61905117728005,-6.812339331619544
1990-10-22,7.23,-21.04643702828204,-6.829896907216481
1990-10-23,7.21,-21.507894239929893,-4.881266490765168
1990-10-24,7.22,-22.295990097650986,-5.373525557011794
1990-10-25,7.18,-23.20793943790945,-6.7532467532467555
1990-10-26,7.13,-27.98975696399707,-7.402597402597411
1990-10-29,7.15,-27.926222921698752,-6.044678055190533
1990-10-30,7.14,-28.6968408797323,-4.032258064516137
1990-10-31,7.11,-30.24746190574803,-4.306864064602955
1990-11-01,7.05,-32.91790191950159,-6.000000000000005
1990-11-02,7.08,-32.11800147053675,-6.472919418758261
1990-11-05,7.08,-31.41728986958892,-6.2251655629139035
1990-11-06,7.08,-29.98853135577484,-6.472919418758261
1990-11-07,7.09,-29.59214752670072,-5.466666666666664
1990-11-08,7.09,-29.59214752670072,-6.21693121693121
1990-11-09,7.05,-29.7261791305623,-7.236842105263152
1990-11-13,7.04,-28.65302605093285,-9.278350515463918
1990-11-14,7.07,-30.74185661500277,-8.774193548387089
1990-11-15,7.09,-31.73367405928009,-8.751608751608753
1990-11-16,7.08,-32.11800147053675,-8.997429305912597
1990-11-19,7.1,-30.639054135136835,-8.15006468305305
1990-11-20,7.09,-27.36598345663765,-9.566326530612246
1990-11-21,7.04,-26.373142010880823,-10.546378653113086
1990-11-23,7.03,-27.17463449488582,-9.29032258064516
1990-11-26,7.03,-27.17463449488582,-8.582574772431729
1990-11-27,7.04,-24.403301346751466,-8.571428571428575
1990-11-28,7.06,-23.13415236156776,-8.430609597924777
1990-11-29,7.03,-24.43235002675227,-8.701298701298699
1990-11-30,7.02,-22.421378725419807,-8.355091383812018
1990-12-03,7.05,-23.16190959340625,-7.7225130890052345
1990-12-04,7.01,-26.076096767575557,-8.485639686684078
1990-12-05,7.0,-27.269706939273007,-8.854166666666663
1990-12-06,7.0,-24.92059923781388,-8.854166666666663
1990-12-07,6.89,-28.775102311980262,-9.698558322411532
1990-12-10,6.86,-29.63297469909143,-9.617918313570485
1990-12-11,6.84,-27.788097721952298,-8.921438082556588
1990-12-12,6.79,-30.25327143191594,-11.357702349869447
1990-12-13,6.83,-22.94998963904772,-11.413748378728927
1990-12-14,6.85,-22.46981049812205,-10.574412532637078
1990-12-17,6.81,-27.10151609908081,-10.276679841897241
1990-12-18,6.73,-30.843212728968737,-10.624169986719789
1990-12-19,6.62,-36.29711139598514,-12.317880794701985
