DATE,CPIAUCSL,3m growth rate,12m growth rate
1947-01-01,21.48,,
1947-02-01,21.62,,
1947-03-01,22.0,,
1947-04-01,22.0,10.04076861033212,
1947-05-01,21.95,6.246673090891264,
1947-06-01,22.08,1.462498589987038,
1947-07-01,22.23,4.247854951168817,
1947-08-01,22.4,8.45609788920405,
1947-09-01,22.84,14.495421981855984,
1947-10-01,22.91,12.80867700913122,
1947-11-01,23.06,12.316907831435907,
1947-12-01,23.41,10.362430540119073,
1948-01-01,23.68,14.136995313309695,10.242085661080068
1948-02-01,23.67,11.00839407251346,9.481961147086038
1948-03-01,23.5,1.5466952665152078,6.818181818181812
1948-04-01,23.82,2.3859198445856045,8.272727272727277
1948-05-01,24.01,5.870657080158326,9.384965831435089
1948-06-01,24.15,11.53138395932023,9.375
1948-07-01,24.4,10.101256880970055,9.761583445793963
1948-08-01,24.43,7.18283195458993,9.062499999999996
1948-09-01,24.36,3.5238930678492157,6.654991243432562
1948-10-01,24.31,-1.4672667626300706,6.110868616324749
1948-11-01,24.16,-4.348044770657522,4.770164787510844
1948-12-01,24.05,-4.993966431762975,2.733874412644166
1949-01-01,24.01,-4.845615399686897,1.3935810810810967
1949-02-01,23.91,-4.075270175302769,1.0139416983523386
1949-03-01,23.91,-2.3082292552957906,1.744680851063829
1949-04-01,23.92,-1.4909658348284285,0.4198152812762368
1949-05-01,23.91,0.0,-0.4164931278633932
1949-06-01,23.92,0.1673990008383086,-0.9523809523809379
1949-07-01,23.7,-3.628485788017821,-2.868852459016391
1949-08-01,23.7,-3.467160836134209,-2.988129349160873
1949-09-01,23.75,-2.8126468300434526,-2.504105090311981
1949-10-01,23.67,-0.5053685405685959,-2.6326614561908546
1949-11-01,23.7,0.0,-1.9039735099337762
1949-12-01,23.61,-2.3371277945811286,-1.8295218295218296
1950-01-01,23.51,-2.676552458020653,-2.082465639316955
1950-02-01,23.61,-1.5103567663954376,-1.2547051442910906
1950-03-01,23.64,0.5092287609174351,-1.129234629861986
1950-04-01,23.65,2.403326305701392,-1.1287625418060276
1950-05-01,23.77,2.7383954241101627,-0.5855290673358438
1950-06-01,23.88,4.123174647179084,-0.16722408026756952
1950-07-01,24.07,7.295073302658883,1.561181434599157
1950-08-01,24.2,7.434739966848691,2.1097046413502074
1950-09-01,24.34,7.930702981760596,2.4842105263158
1950-10-01,24.5,7.339600938767599,3.50654837346851
1950-11-01,24.6,6.777307257915832,3.797468354430378
1950-12-01,24.98,10.9398158301238,5.80262600592969
1951-01-01,25.38,15.160126582370491,7.9540621012335055
1951-02-01,25.83,21.55062499999991,9.402795425667087
1951-03-01,25.88,15.209250639637872,9.475465313028764
1951-04-01,25.92,8.786127617768514,9.598308668076116
1951-05-01,25.99,2.500856246779737,9.339503575936048
1951-06-01,25.93,0.7750399730521051,8.584589614740379
1951-07-01,25.91,-0.1542317044947116,7.644370585791438
1951-08-01,25.86,-1.985807976759757,6.859504132231398
1951-09-01,26.03,1.5515614230014352,6.943303204601481
1951-10-01,26.16,3.915733307566449,6.775510204081625
1951-11-01,26.32,7.307346954298531,6.991869918699178
1951-12-01,26.47,6.934807696880729,5.964771817453962
1952-01-01,26.45,4.508531879219535,4.215918045705291
1952-02-01,26.41,1.3748127565144097,2.245451025938827
1952-03-01,26.39,-1.2034462479851404,1.9706336939721902
1952-04-01,26.46,0.1513145180646047,2.083333333333326
1952-05-01,26.47,0.9118482069388368,1.8468641785302164
1952-06-01,26.53,2.1389617834576047,2.313922097956045
1952-07-01,26.68,3.3674830590229465,2.9718255499807
1952-08-01,26.69,3.3661950324652468,3.209590100541382
1952-09-01,26.63,1.5162731967959695,2.3050326546292688
1952-10-01,26.69,0.1500093492336818,2.0259938837920544
1952-11-01,26.69,0.0,1.4057750759878473
1952-12-01,26.71,1.2070780053757169,0.9066868152625585
1953-01-01,26.64,-0.7472412638614978,0.7183364839319584
1953-02-01,26.59,-1.490286912470562,0.6815600151457879
1953-03-01,26.63,-1.192681410396612,0.9094353921940135
1953-04-01,26.69,0.7528669967229895,0.8692365835222926
1953-05-01,26.7,1.6650541092676274,0.86890819795995
1953-06-01,26.77,2.119532744931796,0.9046362608367886
1953-07-01,26.79,1.5071324593477264,0.41229385307346433
1953-08-01,26.85,2.2661990388580966,0.5994754589734086
1953-09-01,26.89,1.805144375708978,0.9763424708974844
1953-10-01,26.95,2.4104380182049523,0.9741476208317668
1953-11-01,26.85,0.0,0.5994754589734086
1953-12-01,26.87,-0.2971766148648358,0.5990265818045737
1954-01-01,26.94,-0.1483404157921586,1.1261261261261257
1954-02-01,26.99,2.1020302906961774,1.5043249341857745
1954-03-01,26.93,0.8961855892690718,1.1265490048817162
1954-04-01,26.86,-1.182544283613851,0.6369426751592355
1954-05-01,26.93,-0.8862574620167929,0.8614232209737782
1954-06-01,26.94,0.1486159877504445,0.635039223010847
1954-07-01,26.86,0.0,0.26129152668905586
1954-08-01,26.85,-1.1829814437613662,0.0
1954-09-01,26.81,-1.9162886941222368,-0.2975083674228385
1954-10-01,26.72,-2.068640864284421,-0.8534322820037077
1954-11-01,26.78,-1.0387595151201467,-0.26070763500931626
1954-12-01,26.77,-0.5954579659944614,-0.37216226274656705
1955-01-01,26.77,0.750606578944768,-0.6310319227913919
1955-02-01,26.82,0.598800722806847,-0.6298629121896937
1955-03-01,26.79,0.29917705363387,-0.519866320089124
1955-04-01,26.79,0.29917705363387,-0.2606105733432673
1955-05-01,26.77,-0.7436294208350902,-0.5941329372447068
1955-06-01,26.71,-1.1891357997487084,-0.8537490720118779
1955-07-01,26.76,-0.4471764937982403,-0.37230081906179935
1955-08-01,26.72,-0.7450144514580592,-0.484171322160154
1955-09-01,26.85,2.113134595636579,0.14919806042521522
1955-10-01,26.82,0.8998818464261538,0.37425149700598404
1955-11-01,26.88,2.41680945158389,0.37341299477220424
1955-12-01,26.87,0.2982846550118712,0.37355248412402897
