DATE,HTRUCKSSA,3m growth rate,12m growth rate
1967-01-01,29.9,,
1967-02-01,25.3,,
1967-03-01,29.9,,
1967-04-01,28.6,-16.289607312723962,
1967-05-01,28.7,65.5943452151294,
1967-06-01,27.9,-24.189028894775067,
1967-07-01,27.5,-14.519580897027453,
1967-08-01,27.1,-20.503212942827787,
1967-09-01,26.4,-19.832397749990665,
1967-10-01,26.4,-15.065344000000014,
1967-11-01,26.0,-15.274092671873118,
1967-12-01,25.7,-10.191635847232591,
1968-01-01,26.8,6.199743701308935,-10.367892976588621
1968-02-01,26.8,12.887481530758782,5.928853754940722
1968-03-01,30.9,108.97841184000274,3.3444816053511683
1968-04-01,27.4,9.26047271762198,-4.195804195804209
1968-05-01,29.4,44.82720371983273,2.4390243902439046
1968-06-01,27.7,-35.42191555541121,-0.7168458781361964
1968-07-01,29.3,30.75798822685756,6.545454545454543
1968-08-01,27.9,-18.89876055565494,2.952029520295185
1968-09-01,27.2,-7.027065266848787,3.0303030303030276
1968-10-01,28.1,-15.403031955301694,6.439393939393945
1968-11-01,30.7,46.60091766006593,18.07692307692308
1968-12-01,30.5,58.09704087288981,18.67704280155642
1969-01-01,31.4,55.9169435437342,17.164179104477604
1969-02-01,32.2,21.02357699534818,20.149253731343286
1969-03-01,31.4,12.336072222698435,1.6181229773462702
1969-04-01,31.8,5.193737964094303,16.058394160583944
1969-05-01,31.4,-9.573628278035695,6.802721088435382
1969-06-01,32.3,11.967375115101508,16.60649819494584
1969-07-01,30.9,-10.84916036804351,5.460750853242313
1969-08-01,32.8,19.062989415821853,17.562724014336915
1969-09-01,32.5,2.4998794434610394,19.485294117647058
1969-10-01,32.7,25.417197756097632,16.37010676156585
1969-11-01,31.6,-13.850461433220971,2.931596091205213
1969-12-01,33.2,8.897746054269895,8.852459016393443
1970-01-01,27.7,-48.50938659132247,-11.783439490445858
1970-02-01,31.6,0.0,-1.8633540372670843
1970-03-01,29.2,-40.161724221132914,-7.006369426751591
1970-04-01,29.0,20.135930174915156,-8.805031446540879
1970-05-01,28.0,-38.3569959713306,-10.828025477707005
1970-06-01,29.9,9.93939621614679,-7.430340557275539
1970-07-01,27.5,-19.139060359319704,-11.003236245954684
1970-08-01,28.3,4.35508513705225,-13.719512195121942
1970-09-01,29.3,-7.788363816539901,-9.846153846153848
1970-10-01,27.8,4.435562047401165,-14.984709480122326
1970-11-01,24.4,-44.73965865280438,-22.78481012658229
1970-12-01,22.6,-64.60325923878254,-31.92771084337349
1971-01-01,25.3,-31.40335093185556,-8.664259927797824
1971-02-01,25.6,21.171520025399705,-18.9873417721519
1971-03-01,25.8,69.8419890402274,-11.643835616438347
1971-04-01,26.9,27.798876328798823,-7.241379310344831
